ZCTA5,ZIP,households_by_type-total_households,relationship-population_in_households,marital_status-population_males_15_years_and_over,marital_status-population_females_15_years_and_over,grandparents-population-grandparents_living_with_own_grandchildren_under_18_years,educational_attainment-population-population_25_years_and_over,veteran_status-population-civilian_population_18_years_and_over,residence_1_year_ago-population-population_1_year_and_over,place_of_birth-population-total_population,ancestry-population-total_population,computers_and_internet_use-households-total_households
,,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum
1862,1862,3412,9832,4996,4373,357,7794,8869,10986,11134,11134,0
1863,1863,3879,9056,3350,4145,115,6655,7111,9028,9103,9103,0
1864,1864,5391,15329,6505,6274,139,11046,12023,15416,15476,15476,0
1867,1867,9037,24742,9531,10384,183,17187,18747,24771,24935,24935,0
1876,1876,11108,28926,11984,13025,690,21578,23892,29440,29692,29692,0
1879,1879,4332,12117,5026,5039,77,8677,9490,12025,12133,12133,0
1880,1880,9964,25627,10544,11351,273,19065,21024,25815,26062,26062,0
1886,1886,8140,23838,9124,9490,303,15453,17142,23639,23850,23850,0
1887,1887,7867,23020,9444,9685,468,16054,17956,23111,23310,23310,0
1890,1890,7741,22249,8011,8821,291,14957,15986,22261,22491,22491,0
1901,1901,852,1573,619,699,31,1053,1276,1614,1637,1637,0
1902,1902,16740,46454,17336,19279,1462,29526,34550,46503,47081,47081,0
1904,1904,6197,17086,6751,7178,361,11986,13460,16811,17103,17103,0
1905,1905,8437,26150,10178,10060,751,16516,19124,25783,26209,26209,0
1906,1906,10039,27418,11086,12551,743,20669,22661,27642,27773,27773,0
1907,1907,5428,14137,5209,6364,358,10086,11053,14122,14418,14418,0
1908,1908,1600,3414,1306,1704,29,2738,2954,3471,3471,3471,0
1913,1913,6970,16758,6948,7439,235,12273,13552,16940,17082,17082,0
1915,1915,16229,37994,15954,18884,383,27869,33597,40719,40967,40967,0
1921,1921,2703,8198,3238,3294,119,5778,6200,8116,8198,8198,0
1922,1922,1068,2680,1146,1338,47,2100,2357,2829,2829,2829,0
1923,1923,10543,26727,10961,11897,458,19972,21796,27220,27419,27419,0
1929,1929,1453,3632,1457,1572,80,2650,2854,3614,3632,3632,0
1930,1930,12619,29191,12295,13291,353,22449,24504,29231,29546,29546,0
1937,1937,0,0,103,36,0,139,139,139,139,139,0
1938,1938,5589,13484,5551,5939,124,10076,10872,13606,13682,13682,0
1940,1940,4796,13126,5205,5598,220,9302,10253,12986,13143,13143,0
1944,1944,2115,5309,2045,2269,9,3930,4147,5321,5321,5321,0
1945,1945,8261,20247,7399,8970,105,14539,15423,20258,20363,20363,0
1949,1949,2853,8041,4738,3253,180,6652,7665,9420,9514,9514,0
1950,1950,7742,17504,6968,8186,78,13482,14317,17724,17837,17837,0
1951,1951,1729,4066,1391,2099,72,3002,3235,4053,4076,4076,0
1952,1952,3649,8838,3892,3886,168,6548,7471,8856,8899,8899,0
1960,1960,21304,51374,20765,23369,983,38033,42488,51655,51948,51948,0
1966,1966,3233,7098,2596,3575,126,5649,5933,7093,7167,7167,0
1969,1969,2209,6088,2181,2724,156,4314,4684,5965,6145,6145,0
1970,1970,18052,40821,16291,19937,669,29203,35030,42228,42650,42650,0
1982,1982,2754,7963,3168,3117,72,5353,5903,8066,8136,8136,0
1983,1983,2233,6267,2473,2837,144,4546,4886,6412,6434,6434,0
1984,1984,1389,3579,1860,2607,0,2473,4178,5113,5135,5135,0
1985,1985,1590,4474,1670,1909,87,3077,3325,4436,4484,4484,0
2019,2019,6342,16814,6903,7051,358,12001,13280,16711,16833,16833,0
2021,2021,8918,22206,8294,9826,255,16082,17488,22419,22562,22562,0
2025,2025,2949,8243,3104,3268,45,5635,6092,8197,8316,8316,0
2026,2026,9606,24186,9831,11254,534,18312,20137,25049,25272,25272,0
2030,2030,1966,5864,2312,2213,33,3730,4141,5798,5864,5864,0
2032,2032,1588,4070,1733,1626,50,3039,3154,3994,4070,4070,0
2035,2035,6352,17320,7007,7072,206,12313,13445,17152,17348,17348,0
2038,2038,11191,31805,12777,13352,418,21154,24349,32649,32873,32873,0
2043,2043,8556,22604,8481,9752,161,15901,17006,22676,22901,22901,0
2045,2045,4919,10437,4408,4941,131,8408,9018,10402,10437,10437,0
2047,2047,33,47,18,29,0,33,33,47,47,47,0
2048,2048,8280,23582,9156,9735,368,15648,17461,23454,23615,23615,0
2050,2050,9623,25880,9917,11160,481,18044,20037,25775,25961,25961,0
2052,2052,4115,12461,4704,4761,152,7958,8698,12413,12510,12510,0
2053,2053,4602,12975,4866,5660,221,8692,9763,12955,13135,13135,0
2054,2054,3075,8069,3215,3518,90,5766,6310,8040,8110,8110,0
2056,2056,3160,9341,5778,3671,85,8078,8863,11290,11442,11442,0
2061,2061,3635,10615,4126,4277,170,7297,7865,10724,10845,10845,0
2062,2062,11752,28605,11655,12589,331,21165,23229,28593,29018,29018,0
2066,2066,6518,17784,6820,7598,308,12576,13481,17771,17978,17978,0
2067,2067,6123,17993,6619,7261,250,12062,12921,17863,18066,18066,0
2071,2071,315,1162,1117,400,66,1271,1353,1686,1686,1686,0
2072,2072,10578,27908,11267,12500,922,20524,22618,27920,28260,28260,0
2081,2081,7144,19375,7372,8217,214,13396,14771,19390,19481,19481,0
2090,2090,5609,15334,5817,6231,163,10563,11248,15295,15364,15364,0
2093,2093,3950,11198,4431,4723,188,7615,8550,11305,11483,11483,0
2108,2108,2006,3406,1804,1848,0,3141,3622,4049,4049,4049,0
2109,2109,2043,3518,2122,1612,0,3464,3672,3978,4015,4015,0
2110,2110,1296,2093,1083,929,0,1870,2012,2124,2124,2124,0
2111,2111,3217,6439,3308,3585,79,5344,6790,7493,7564,7564,0
2113,2113,4342,7475,3580,3608,0,6187,7159,7495,7495,7495,0
2114,2114,7109,12208,5973,6162,0,10356,12043,12878,13001,13001,0
2115,2115,9425,16450,13690,14003,14,11380,27418,28884,28976,28976,0
2116,2116,11834,20350,9881,11583,90,17351,21109,22877,23004,23004,0
2118,2118,12558,25071,12469,11566,402,20397,23470,27140,27664,27664,0
2119,2119,11028,26293,10285,11929,509,17585,21004,26421,26833,26833,0
2120,2120,4755,13040,7007,6666,105,6785,13336,15214,15322,15322,0
2121,2121,10245,27950,9307,12604,744,16989,20471,27760,28029,28029,0
2122,2122,8280,23906,9808,10330,591,17001,19253,24431,24624,24624,0
2124,2124,18667,52549,19576,22823,1856,35068,40358,52231,52986,52986,0
2125,2125,12774,35776,15647,14532,1138,24285,28982,35822,36353,36353,0
2126,2126,9846,29352,11194,13001,1098,20493,22918,29278,29531,29531,0
2127,2127,16569,35879,15512,16660,394,28899,31398,36058,36311,36311,0
2128,2128,16145,45993,20689,17232,891,32001,36447,45694,46208,46208,0
2129,2129,8649,18238,6850,8278,429,13824,14665,17837,18314,18314,0
2130,2130,16072,37474,15192,18938,392,29846,33134,38829,39316,39316,0
2131,2131,12304,31874,12025,14586,609,23213,25426,32008,32459,32459,0
2132,2132,11317,27730,10616,12787,221,21396,22447,27666,28292,28292,0
2134,2134,7530,17420,8659,8020,164,11365,16514,17573,17598,17598,0
2135,2135,18479,39784,16568,20463,248,29343,36410,40185,40513,40513,0
2136,2136,11389,31408,11761,13812,812,21064,24057,31503,31762,31762,0
2138,2138,13286,26554,16093,17748,136,21725,33286,36714,37067,37067,0
2139,2139,14044,30300,16184,16584,276,24893,32161,36000,36338,36338,0
2140,2140,8742,19506,7955,9119,131,14939,16431,19335,19604,19604,0
2141,2141,6256,13002,5896,5900,185,9594,11534,12890,13059,13059,0
2142,2142,1237,2301,1362,1214,0,1939,2539,2775,2807,2807,0
2143,2143,11291,26508,11968,12372,440,21085,23900,26471,26800,26800,0
2144,2144,10662,24034,10851,11613,231,18696,22218,24205,24475,24475,0
2145,2145,10178,25888,11518,10946,427,18945,21567,25692,26006,26006,0
2148,2148,23117,60435,24319,26640,1498,43629,49408,60136,60812,60812,0
2149,2149,15220,44299,17327,18800,1332,29588,34030,43785,44496,44496,0
2150,2150,12396,37470,15344,14459,969,25216,28443,37423,38237,38237,0
2151,2151,20239,52892,22820,21774,1781,38985,43022,52542,53172,53172,0
2152,2152,7699,17969,6801,8225,212,13589,14533,17811,18031,18031,0
2155,2155,22251,54937,24607,27478,746,41151,50653,58737,59348,59348,0
2163,2163,512,1036,1153,1298,0,1962,2447,2562,2575,2575,0
2169,2169,24600,55329,22582,25143,1205,41936,46453,55035,55876,55876,0
2170,2170,7672,19045,8274,8908,586,14104,16609,19145,19574,19574,0
2171,2171,7551,17782,7642,7918,689,13793,15086,17681,17899,17899,0
2176,2176,11385,27485,11181,11741,508,20284,21928,27342,27787,27787,0
2180,2180,9007,21730,9058,9612,273,16558,18005,21619,21831,21831,0
2184,2184,13767,36511,13826,16125,747,25904,28646,36565,37066,37066,0
2186,2186,8980,25542,10192,11802,344,17376,20611,27131,27351,27351,0
2188,2188,6351,15093,6122,7045,309,11576,12605,15092,15347,15347,0
2189,2189,6146,14916,5667,6856,211,10490,11991,14956,15076,15076,0
2190,2190,6853,16864,6731,7397,471,12360,13340,16661,16886,16886,0
2191,2191,3541,8227,3253,3800,97,6214,6842,8262,8292,8292,0
2199,2199,812,1260,490,728,0,1173,1218,1243,1260,1260,0
2203,2203,0,0,0,0,0,0,0,0,0,0,0
2210,2210,1471,2266,1377,976,0,2122,2151,2420,2461,2461,0
2215,2215,7566,12200,10176,14060,0,8813,24130,24623,24698,24698,0
2301,2301,20845,59266,21699,25451,1900,38785,44569,59584,60659,60659,0
2302,2302,11146,33850,13100,14176,1464,22624,25756,33675,34154,34154,0
2322,2322,1658,4471,1935,1952,127,3429,3719,4476,4476,4476,0
2324,2324,7886,22554,12278,11028,429,16773,22375,27117,27381,27381,0
2330,2330,4494,11548,4823,4894,251,8389,9275,11458,11557,11557,0
2332,2332,5355,15327,5819,6457,207,10237,11350,15318,15444,15444,0
2333,2333,5012,14116,5354,6396,431,10028,11105,14065,14222,14222,0
2338,2338,2923,7753,3294,3239,81,5384,6043,7680,7753,7753,0
2339,2339,5019,14153,5139,5980,211,9496,10422,14165,14332,14332,0
2341,2341,3596,10450,4522,4256,238,7188,8242,10410,10477,10477,0
2343,2343,4106,10613,4449,4857,348,8038,8852,10580,10654,10654,0
2346,2346,8854,23564,9779,10412,690,17455,19033,23707,24005,24005,0
2347,2347,3860,11125,4559,4610,447,7962,8767,11189,11230,11230,0
2351,2351,6203,16105,6025,7554,294,11270,13018,16068,16196,16196,0
2356,2356,4220,11635,4929,5255,244,8266,9652,12404,12498,12498,0
2357,2357,13,28,607,627,0,62,1226,1234,1234,1234,0
2359,2359,6282,18054,7372,7486,386,12284,13830,18012,18166,18166,0
2360,2360,21889,56342,23442,25271,869,41861,46571,57709,58024,58024,0
2364,2364,4699,12862,4824,5974,170,8867,10100,12962,13106,13106,0
2366,2366,0,0,192,0,0,178,192,192,192,192,0
2367,2367,1028,2913,1266,1192,47,2179,2383,2878,2913,2913,0
2368,2368,12322,33554,12855,15695,1526,24106,27352,33341,33880,33880,0
2370,2370,6768,17476,7515,7069,637,12886,14030,17583,17725,17725,0
2375,2375,3523,10015,3779,4316,258,6820,7605,9972,10038,10038,0
2379,2379,2369,6897,2987,2930,205,4886,5539,6982,7044,7044,0
2382,2382,5359,14709,5745,6274,238,9932,11358,14574,14767,14767,0
2420,2420,4967,14025,5409,6126,291,9849,10752,14247,14325,14325,0
2421,2421,6635,18400,6897,7712,316,12760,13575,18453,18611,18611,0
2445,2445,8432,20738,7694,9552,172,14087,16601,20844,21029,21029,0
2446,2446,13235,28793,11404,14606,132,20931,25380,29487,29589,29589,0
2451,2451,7341,18077,7653,8018,368,14070,15312,17819,18130,18130,0
2452,2452,5017,11065,6672,7099,145,9259,13587,15216,15295,15295,0
2453,2453,11270,25997,12548,13068,402,19361,25037,28917,29256,29256,0
2457,2457,0,0,768,854,0,10,1597,1622,1622,1622,0
2458,2458,4937,12708,4719,5803,67,9023,9776,12783,12868,12868,0
2459,2459,6553,17135,7268,8207,273,12409,14785,18911,19020,19020,0
2460,2460,3810,10095,3858,4025,62,6852,7487,10015,10125,10125,0
2461,2461,2628,7267,2766,3110,58,5135,5499,7255,7267,7267,0
2462,2462,594,1305,533,681,12,1126,1167,1407,1419,1419,0
2464,2464,1279,3043,1335,1393,46,2488,2589,3100,3136,3136,0
2465,2465,4311,11650,4398,4976,152,8389,8904,11792,11875,11875,0
2466,2466,2838,7128,3186,3802,48,5072,6751,8496,8573,8573,0
2467,2467,6198,14627,8579,10507,63,10646,18419,21956,22048,22048,0
2468,2468,1908,5391,2216,2196,84,3812,4164,5475,5485,5485,0
2472,2472,14747,33544,13516,15604,391,25997,28188,33376,33874,33874,0
2474,2474,11512,27865,10437,12406,258,20544,21890,27504,27916,27916,0
2476,2476,7140,16229,6133,7549,95,12386,13016,16234,16492,16492,0
2478,2478,9633,25255,9492,10822,389,17825,19213,25356,25548,25548,0
2481,2481,4747,14276,4881,7461,99,9063,11449,16180,16328,16328,0
2482,2482,3862,10204,3856,4769,84,7057,8192,10880,10959,10959,0
2492,2492,6880,19553,7594,8239,230,13274,14673,20041,20185,20185,0
2493,2493,3834,11124,4101,4986,108,7370,8440,11906,11946,11946,0
2494,2494,3554,9714,3651,4178,186,6689,7293,9875,9982,9982,0
2532,2532,5354,12052,5191,5415,124,9064,10090,12313,12370,12370,0
2534,2534,359,885,506,421,10,772,881,952,952,952,0
2535,2535,538,1805,618,893,19,1324,1437,1803,1812,1812,0
2536,2536,7990,19345,7989,8372,490,14458,15869,19212,19366,19366,0
2537,2537,2358,6206,2557,2573,62,4571,4766,6218,6249,6249,0
2538,2538,1275,3211,1374,1337,144,2229,2555,3182,3228,3228,0
2539,2539,1394,4170,2183,1644,0,3138,3662,4247,4247,4247,0
2540,2540,3988,8259,3494,4034,190,6825,7305,8552,8635,8635,0
2542,2542,230,696,251,247,4,394,338,744,756,756,0
2543,2543,412,935,285,497,0,638,765,903,935,935,0
2553,2553,48,115,54,61,0,64,115,115,115,115,0
2554,2554,3734,10216,4659,3956,78,7575,8310,10374,10434,10434,0
2556,2556,1187,2519,1097,1270,32,2207,2320,2621,2621,2621,0
2557,2557,1849,4539,1699,1901,14,3430,3565,4592,4647,4647,0
2558,2558,617,1243,415,714,0,870,1049,1243,1243,1243,0
2559,2559,1838,4243,1695,2161,86,3225,3600,4243,4243,4243,0
2561,2561,247,479,373,106,0,349,406,479,479,479,0
2562,2562,1312,3194,1445,1368,58,2433,2727,3194,3194,3194,0
2563,2563,3704,9296,3805,4356,191,7060,7729,9441,9469,9469,0
2564,2564,92,193,135,90,0,200,225,246,250,250,0
2568,2568,1371,4032,1712,1867,0,2963,3339,4072,4072,4072,0
2571,2571,4429,10416,3937,4704,175,7614,8442,10401,10628,10628,0
2575,2575,951,2273,827,1245,83,1822,1960,2306,2306,2306,0
2576,2576,1935,5225,2047,2140,203,3617,4099,5210,5225,5225,0
2584,2584,10,10,0,10,0,10,10,10,10,10,0
2601,2601,6013,14186,6062,6473,267,10027,11985,14431,14503,14503,0
2630,2630,892,2332,943,964,30,1728,1854,2293,2355,2355,0
2631,2631,4226,9432,3887,4518,154,7589,8127,9718,9782,9782,0
2632,2632,4464,10250,4214,4555,106,7822,8497,10175,10293,10293,0
2633,2633,1809,3849,1640,1693,50,3034,3257,3842,3859,3859,0
2635,2635,1569,3471,1481,1577,106,2645,2901,3465,3486,3486,0
2637,2637,48,125,55,48,0,103,103,125,125,125,0
2638,2638,1583,3479,1542,1617,133,2948,3076,3479,3479,3479,0
2639,2639,1330,2423,974,1203,0,2041,2145,2435,2435,2435,0
2641,2641,124,236,99,137,0,217,228,236,236,236,0
2642,2642,2398,4898,2046,2460,102,3997,4378,4889,4898,4898,0
2643,2643,9,9,0,9,0,9,9,9,9,9,0
2644,2644,1474,4829,1750,1943,353,2957,3529,4805,4829,4829,0
2645,2645,4099,9304,4029,4270,73,7143,7847,9397,9457,9457,0
2646,2646,911,1874,792,910,31,1523,1669,1879,1888,1888,0
2647,2647,93,169,66,84,0,150,150,169,169,169,0
2648,2648,2716,6448,2865,2779,80,4975,5309,6369,6456,6456,0
2649,2649,6212,13978,5753,6672,336,10881,11807,14018,14080,14080,0
2650,2650,479,1049,501,606,0,999,1100,1197,1197,1197,0
2651,2651,13,26,13,13,0,26,26,26,26,26,0
2652,2652,409,781,283,367,5,645,650,781,781,781,0
2653,2653,2903,5791,2298,3024,86,4891,5187,5854,5879,5879,0
2655,2655,1590,3384,1504,1630,21,2856,3034,3455,3465,3465,0
2657,2657,1802,2951,1530,1252,40,2702,2771,2943,2962,2962,0
2659,2659,409,835,330,414,0,687,721,835,835,835,0
2660,2660,3165,6440,2606,3331,145,5373,5860,6533,6557,6557,0
2663,2663,52,120,52,56,0,108,108,120,120,120,0
2664,2664,4230,8929,3439,4442,70,7029,7600,8949,9049,9049,0
2666,2666,411,806,461,328,0,663,774,808,808,808,0
2667,2667,1510,3025,1278,1492,26,2497,2660,3048,3048,3048,0
2668,2668,1273,2934,1165,1448,8,2228,2516,2934,2934,2934,0
2669,2669,75,251,149,71,0,206,206,251,251,251,0
2670,2670,705,1325,586,642,0,1099,1217,1325,1325,1325,0
2671,2671,505,903,438,407,30,815,845,903,913,913,0
2672,2672,86,257,137,111,0,171,222,257,257,257,0
2673,2673,3724,8548,3457,3961,205,6658,7265,8428,8571,8571,0
2675,2675,3075,6378,2505,3222,100,5303,5592,6370,6383,6383,0
2702,2702,1457,4587,1802,1909,256,3198,3552,4615,4632,4632,0
2703,2703,16801,43536,17077,18572,832,30246,33629,43485,44121,44121,0
2713,2713,21,40,19,21,0,36,40,40,40,40,0
2715,2715,1156,3594,1393,1390,40,2458,2669,3566,3625,3625,0
2717,2717,1551,4442,1954,1750,146,3227,3526,4441,4479,4479,0
2718,2718,2346,6524,2854,2807,389,4688,5343,6461,6524,6524,0
2719,2719,6663,15712,6262,7209,312,12032,13074,15936,16078,16078,0
2720,2720,13143,29547,12056,13908,500,21714,24884,30520,30785,30785,0
2721,2721,11032,25564,9463,11544,530,17840,20393,25253,25722,25722,0
2723,2723,6438,14146,5252,6136,262,9708,10948,13986,14162,14162,0
2724,2724,7517,17546,6921,7746,250,12461,14186,17432,17601,17601,0
2725,2725,925,2188,1096,1003,87,1959,2072,2320,2320,2320,0
2726,2726,6010,15812,6441,7146,354,11870,12881,15924,15959,15959,0
2738,2738,1904,4722,1838,2305,81,3622,3833,4973,5014,5014,0
2739,2739,2375,6208,2458,2716,85,4450,4914,6159,6216,6216,0
2740,2740,18334,42122,16313,19365,871,29284,34055,42998,43531,43531,0
2743,2743,3965,10407,4516,4421,155,7591,8592,10348,10422,10422,0
2744,2744,4651,11225,4343,4775,216,7559,8646,11115,11231,11231,0
2745,2745,10021,23948,9912,10377,363,17656,19317,24093,24419,24419,0
2746,2746,6129,15301,5511,6179,302,10006,11228,15150,15419,15419,0
2747,2747,6748,17492,10842,9853,330,13921,19910,23368,23382,23382,0
2748,2748,4875,11732,4617,5621,232,9084,9838,11764,11849,11849,0
2760,2760,9766,26939,10753,10902,463,18070,20249,27009,27130,27130,0
2762,2762,3395,8852,3593,3728,273,6478,7054,8811,8892,8892,0
2763,2763,703,1815,779,768,0,1310,1456,1815,1815,1815,0
2764,2764,1390,3643,1656,1562,106,2706,3037,3708,3708,3708,0
2766,2766,6320,17288,7991,8301,175,12120,15501,19268,19409,19409,0
2767,2767,4806,13706,5161,6064,388,9791,10583,13767,13872,13872,0
2769,2769,3944,11900,5107,4878,241,8011,9304,11846,11914,11914,0
2770,2770,1794,5214,2202,2111,34,3536,3968,5219,5219,5219,0
2771,2771,5587,14653,5866,6439,219,10890,11656,14505,14653,14653,0
2777,2777,6117,16016,6730,6908,492,12182,13108,16144,16236,16236,0
2779,2779,2318,6569,2610,2709,128,4467,5041,6511,6589,6589,0
2780,2780,19904,49075,19558,21564,1184,35344,39509,49131,49807,49807,0
2790,2790,6125,15792,6452,6986,450,11484,12815,15691,15805,15805,0
2791,2791,155,284,156,128,0,251,251,284,284,284,0
2802,2802,428,1078,418,442,0,628,814,1078,1078,1078,0
2804,2804,829,2026,946,858,6,1494,1752,2026,2026,2026,0
2806,2806,6194,16270,6157,6585,118,11251,11932,16173,16304,16304,0
2807,2807,448,844,394,431,3,756,792,877,885,885,0
2808,2808,851,2327,983,939,32,1586,1798,2288,2327,2327,0
2809,2809,8362,19120,9450,10322,446,14985,19018,22198,22376,22376,0
2812,2812,441,1424,582,505,0,885,1001,1424,1424,1424,0
2813,2813,3171,7727,3394,3254,56,5815,6366,7693,7776,7776,0
2814,2814,2735,7553,3168,3235,298,5544,6137,7475,7562,7562,0
2815,2815,85,183,79,67,0,146,146,183,183,183,0
2816,2816,12975,32175,13349,14101,712,23422,26197,32387,32647,32647,0
2817,2817,2181,6079,2167,2594,157,4128,4502,6106,6112,6112,0
2818,2818,7553,18219,7159,7844,220,13162,14185,18165,18299,18299,0
2822,2822,2384,6177,2865,2650,82,4440,5278,6463,6480,6480,0
2825,2825,1964,5237,2258,2412,184,3963,4392,5250,5263,5263,0
2826,2826,291,611,218,216,0,405,405,611,611,611,0
2827,2827,759,2038,882,949,30,1591,1737,2078,2078,2078,0
2828,2828,2929,7170,2859,3616,309,5671,6154,7439,7479,7479,0
2830,2830,2317,5846,2345,2447,208,4301,4587,5815,5875,5875,0
2831,2831,1287,3429,1475,1462,81,2490,2731,3436,3436,3436,0
2832,2832,1960,4810,1938,2081,31,3440,3763,4820,4839,4839,0
2833,2833,340,775,334,380,0,678,701,775,775,775,0
2835,2835,2327,5447,2359,2283,109,4088,4427,5462,5462,5462,0
2836,2836,83,185,83,82,0,165,165,165,185,185,0
2837,2837,1636,3494,1503,1581,61,2698,2929,3494,3494,3494,0
2838,2838,1383,3492,1410,1475,52,2431,2788,3667,3667,3667,0
2839,2839,678,1882,678,819,53,1344,1478,1864,1882,1882,0
2840,2840,10699,21630,9188,10924,339,16065,19058,23030,23149,23149,0
2841,2841,0,0,1307,135,0,837,142,1442,1442,1442,0
2842,2842,6653,15707,6239,6833,259,11063,11966,15910,16021,16021,0
2852,2852,8945,22107,8935,9745,179,15761,17490,22200,22342,22342,0
2857,2857,3557,9111,4124,3724,123,6742,7421,9072,9116,9116,0
2858,2858,213,650,264,271,0,436,535,650,650,650,0
2859,2859,2438,6749,2949,3161,135,5361,5804,7137,7196,7196,0
2860,2860,17806,45879,18129,18797,1112,30048,35212,45613,46221,46221,0
2861,2861,9778,25208,10529,10477,670,18486,20079,25211,25400,25400,0
2863,2863,6327,19005,7038,7224,425,11043,13528,18885,19366,19366,0
2864,2864,13484,33976,13618,15137,536,24784,27174,33942,34228,34228,0
