,ZCTA5,urban_rural-population-total_population,urban_rural-population-urban_total_population,urban_rural-population-rural_total_population,urban_rural-percent-urban_population-of-total_population,urban_rural-percent-rural_population-of-total_population
810,3244,8092,3884,4208,0.48,0.52
811,3245,2027,173,1854,0.085,0.915
812,3246,15963,13909,2054,0.871,0.129
813,3249,7113,2930,4183,0.412,0.588
814,3251,1662,0,1662,0.0,1.0
815,3253,6219,0,6219,0.0,1.0
816,3254,4049,0,4049,0.0,1.0
817,3255,2090,0,2090,0.0,1.0
818,3256,2169,0,2169,0.0,1.0
819,3257,4455,0,4455,0.0,1.0
820,3258,2517,0,2517,0.0,1.0
821,3259,368,0,368,0.0,1.0
822,3260,809,0,809,0.0,1.0
823,3261,4246,0,4246,0.0,1.0
824,3262,1231,0,1231,0.0,1.0
825,3263,4114,0,4114,0.0,1.0
826,3264,7468,4605,2863,0.617,0.383
827,3266,2163,0,2163,0.0,1.0
828,3268,1272,0,1272,0.0,1.0
829,3269,2966,64,2902,0.022,0.978
830,3273,312,0,312,0.0,1.0
831,3275,11437,6269,5168,0.548,0.452
832,3276,8324,3750,4574,0.451,0.549
833,3278,2952,0,2952,0.0,1.0
834,3279,829,0,829,0.0,1.0
835,3280,1123,0,1123,0.0,1.0
836,3281,8785,0,8785,0.0,1.0
837,3282,902,0,902,0.0,1.0
838,3284,999,0,999,0.0,1.0
839,3285,2479,0,2479,0.0,1.0
840,3287,1295,0,1295,0.0,1.0
841,3290,4731,0,4731,0.0,1.0
842,3291,39,0,39,0.0,1.0
843,3293,143,0,143,0.0,1.0
844,3301,33008,30152,2856,0.913,0.087
845,3303,15524,9744,5780,0.628,0.372
846,3304,7519,2661,4858,0.354,0.646
847,3307,5334,0,5334,0.0,1.0
848,3431,25280,21533,3747,0.852,0.148
849,3440,2692,0,2692,0.0,1.0
850,3441,395,0,395,0.0,1.0
851,3442,1491,0,1491,0.0,1.0
852,3443,742,0,742,0.0,1.0
853,3444,1590,0,1590,0.0,1.0
854,3445,691,0,691,0.0,1.0
855,3446,6285,41,6244,0.007,0.993
856,3447,2422,0,2422,0.0,1.0
857,3448,811,0,811,0.0,1.0
858,3449,1654,0,1654,0.0,1.0
859,3450,961,0,961,0.0,1.0
860,3451,4077,9,4068,0.002,0.998
861,3452,5457,2901,2556,0.532,0.468
862,3455,2086,936,1150,0.449,0.551
863,3456,742,0,742,0.0,1.0
864,3457,852,0,852,0.0,1.0
865,3458,6643,3165,3478,0.476,0.524
866,3461,6014,102,5912,0.017,0.983
867,3462,1562,0,1562,0.0,1.0
868,3464,1109,0,1109,0.0,1.0
869,3465,2156,0,2156,0.0,1.0
870,3466,1332,0,1332,0.0,1.0
871,3467,1842,0,1842,0.0,1.0
872,3470,5033,0,5033,0.0,1.0
873,3561,5939,3518,2421,0.592,0.408
874,3570,10051,8888,1163,0.884,0.116
875,3574,2526,0,2526,0.0,1.0
876,3575,124,0,124,0.0,1.0
877,3576,3238,0,3238,0.0,1.0
878,3579,461,0,461,0.0,1.0
879,3580,1369,0,1369,0.0,1.0
880,3581,3230,2271,959,0.703,0.297
881,3582,2577,0,2577,0.0,1.0
882,3583,1107,0,1107,0.0,1.0
883,3584,3774,0,3774,0.0,1.0
884,3585,2519,0,2519,0.0,1.0
885,3586,547,0,547,0.0,1.0
886,3588,1641,0,1641,0.0,1.0
887,3590,1052,0,1052,0.0,1.0
888,3592,1145,0,1145,0.0,1.0
889,3593,313,0,313,0.0,1.0
890,3595,639,0,639,0.0,1.0
891,3597,521,0,521,0.0,1.0
892,3598,3285,0,3285,0.0,1.0
893,3601,477,0,477,0.0,1.0
894,3602,2654,0,2654,0.0,1.0
895,3603,5412,2907,2505,0.537,0.463
896,3604,69,0,69,0.0,1.0
897,3605,1160,0,1160,0.0,1.0
898,3607,322,0,322,0.0,1.0
899,3608,2811,663,2148,0.236,0.764
900,3609,854,794,60,0.93,0.07
901,3740,911,0,911,0.0,1.0
902,3741,4208,0,4208,0.0,1.0
903,3743,14103,9598,4505,0.681,0.319
904,3745,1424,29,1395,0.02,0.98
905,3746,216,0,216,0.0,1.0
906,3748,4762,377,4385,0.079,0.921
907,3750,870,29,841,0.033,0.967
908,3751,583,0,583,0.0,1.0
909,3752,810,0,810,0.0,1.0
910,3753,2971,0,2971,0.0,1.0
911,3754,86,86,0,1.0,0.0
912,3755,10538,8764,1774,0.832,0.168
913,3765,503,0,503,0.0,1.0
914,3766,8958,6886,2072,0.769,0.231
915,3768,1716,0,1716,0.0,1.0
916,3770,524,0,524,0.0,1.0
917,3771,754,0,754,0.0,1.0
918,3773,7841,3056,4785,0.39,0.61
919,3774,1966,0,1966,0.0,1.0
920,3777,1237,0,1237,0.0,1.0
921,3779,790,0,790,0.0,1.0
922,3780,410,0,410,0.0,1.0
923,3781,1840,0,1840,0.0,1.0
924,3782,2945,0,2945,0.0,1.0
925,3784,4086,3347,739,0.819,0.181
926,3785,2400,0,2400,0.0,1.0
927,3801,21532,20859,673,0.969,0.031
928,3809,3716,0,3716,0.0,1.0
929,3810,1538,0,1538,0.0,1.0
930,3811,6753,6753,0,1.0,0.0
931,3812,824,0,824,0.0,1.0
932,3813,3250,190,3060,0.058,0.942
933,3814,2329,0,2329,0.0,1.0
934,3816,1368,0,1368,0.0,1.0
935,3817,574,0,574,0.0,1.0
936,3818,3807,1707,2100,0.448,0.552
937,3819,4377,2455,1922,0.561,0.439
938,3820,30039,29607,432,0.986,0.014
939,3823,1719,116,1603,0.067,0.933
940,3824,14638,12053,2585,0.823,0.177
941,3825,8512,159,8353,0.019,0.981
942,3826,2470,2466,4,0.998,0.002
943,3827,3150,1014,2136,0.322,0.678
944,3830,1610,0,1610,0.0,1.0
945,3832,395,0,395,0.0,1.0
946,3833,20955,12913,8042,0.616,0.384
947,3835,6786,2957,3829,0.436,0.564
948,3836,1489,0,1489,0.0,1.0
949,3837,1519,0,1519,0.0,1.0
950,3838,1031,0,1031,0.0,1.0
951,3839,3735,2530,1205,0.677,0.323
952,3840,3566,2783,783,0.78,0.22
953,3841,6334,6193,141,0.978,0.022
954,3842,15345,14806,539,0.965,0.035
955,3844,2238,703,1535,0.314,0.686
956,3845,991,118,873,0.119,0.881
957,3846,799,0,799,0.0,1.0
958,3847,294,287,7,0.976,0.024
959,3848,6020,4023,1997,0.668,0.332
960,3849,1585,0,1585,0.0,1.0
961,3850,372,0,372,0.0,1.0
962,3851,4040,1528,2512,0.378,0.622
963,3852,558,0,558,0.0,1.0
964,3853,602,0,602,0.0,1.0
965,3854,968,968,0,1.0,0.0
966,3855,2638,0,2638,0.0,1.0
967,3856,1680,596,1084,0.355,0.645
968,3857,9006,7539,1467,0.837,0.163
969,3858,4603,3460,1143,0.752,0.248
970,3860,4056,2383,1673,0.588,0.412
971,3861,4330,24,4306,0.006,0.994
972,3862,4278,2475,1803,0.579,0.421
973,3864,1696,0,1696,0.0,1.0
974,3865,7609,7607,2,1.0,0.0
975,3867,20758,16472,4286,0.794,0.206
976,3868,5323,4841,482,0.909,0.091
977,3869,2469,1506,963,0.61,0.39
978,3870,5162,4788,374,0.928,0.072
979,3871,136,65,71,0.478,0.522
980,3872,3809,0,3809,0.0,1.0
981,3873,5711,4093,1618,0.717,0.283
982,3874,8776,8692,84,0.99,0.01
983,3875,833,0,833,0.0,1.0
984,3878,11824,11450,374,0.968,0.032
985,3882,1465,0,1465,0.0,1.0
986,3883,178,0,178,0.0,1.0
987,3884,3964,0,3964,0.0,1.0
988,3885,7261,5373,1888,0.74,0.26
989,3886,2112,0,2112,0.0,1.0
990,3887,2154,0,2154,0.0,1.0
991,3890,327,0,327,0.0,1.0
992,3894,6314,0,6314,0.0,1.0
993,3901,7246,2515,4731,0.347,0.653
994,3902,2211,185,2026,0.084,0.916
995,3903,6211,2956,3255,0.476,0.524
996,3904,7703,6069,1634,0.788,0.212
997,3905,1780,900,880,0.506,0.494
998,3906,4647,0,4647,0.0,1.0
999,3907,894,0,894,0.0,1.0
1000,3908,7233,4349,2884,0.601,0.399
1001,3909,9738,5739,3999,0.589,0.411
1002,3910,328,328,0,1.0,0.0
1003,3911,250,250,0,1.0,0.0
1004,4001,2429,0,2429,0.0,1.0
1005,4002,7351,0,7351,0.0,1.0
1006,4003,330,0,330,0.0,1.0
1007,4005,23146,17198,5948,0.743,0.257
1008,4006,96,0,96,0.0,1.0
1009,4008,2723,0,2723,0.0,1.0
1010,4009,5151,0,5151,0.0,1.0
1011,4010,1597,0,1597,0.0,1.0
1012,4011,20278,15633,4645,0.771,0.229
1013,4015,3808,0,3808,0.0,1.0
1014,4017,341,0,341,0.0,1.0
1015,4019,71,0,71,0.0,1.0
1016,4020,1403,0,1403,0.0,1.0
1017,4021,5820,1970,3850,0.338,0.662
1018,4022,1148,0,1148,0.0,1.0
1019,4024,608,0,608,0.0,1.0
1020,4027,6031,325,5706,0.054,0.946
1021,4029,1725,0,1725,0.0,1.0
1022,4030,2208,0,2208,0.0,1.0
1023,4032,7879,2637,5242,0.335,0.665
1024,4037,3834,0,3834,0.0,1.0
1025,4038,16381,6254,10127,0.382,0.618
1026,4039,7422,0,7422,0.0,1.0
1027,4040,3111,0,3111,0.0,1.0
1028,4041,1613,0,1613,0.0,1.0
1029,4042,4281,0,4281,0.0,1.0
1030,4043,10810,6933,3877,0.641,0.359
1031,4046,7496,1698,5798,0.227,0.773
1032,4047,1892,0,1892,0.0,1.0
1033,4048,2946,0,2946,0.0,1.0
1034,4049,3659,0,3659,0.0,1.0
1035,4050,230,0,230,0.0,1.0
1036,4051,1153,0,1153,0.0,1.0
1037,4055,3793,0,3793,0.0,1.0
1038,4056,257,0,257,0.0,1.0
1039,4057,56,0,56,0.0,1.0
1040,4061,3369,0,3369,0.0,1.0
1041,4062,17020,10571,6449,0.621,0.379
1042,4063,412,412,0,1.0,0.0
1043,4064,8212,8023,189,0.977,0.023
1044,4066,539,0,539,0.0,1.0
1045,4068,1505,0,1505,0.0,1.0
1046,4069,1465,0,1465,0.0,1.0
1047,4071,4801,688,4113,0.143,0.857
1048,4072,18482,13611,4871,0.736,0.264
1049,4073,16189,10800,5389,0.667,0.333
1050,4074,18760,12099,6661,0.645,0.355
1051,4076,2683,0,2683,0.0,1.0
1052,4079,3871,0,3871,0.0,1.0
1053,4083,4525,2784,1741,0.615,0.385
1054,4084,8088,70,8018,0.009,0.991
1055,4085,1786,0,1786,0.0,1.0
1056,4086,8787,5488,3299,0.625,0.375
1057,4087,2116,0,2116,0.0,1.0
1058,4088,1516,0,1516,0.0,1.0
1059,4090,9589,0,9589,0.0,1.0
1060,4091,911,0,911,0.0,1.0
1061,4092,17515,16747,768,0.956,0.044
1062,4093,8034,0,8034,0.0,1.0
1063,4095,1274,0,1274,0.0,1.0
1064,4096,8349,7386,963,0.885,0.115
1065,4097,3574,363,3211,0.102,0.898
1066,4101,17227,17227,0,1.0,0.0
1067,4102,17335,17335,0,1.0,0.0
1068,4103,30606,30606,0,1.0,0.0
1069,4105,11158,6038,5120,0.541,0.459
1070,4106,25175,25174,1,1.0,0.0
1071,4107,8980,7769,1211,0.865,0.135
1072,4108,862,0,862,0.0,1.0
1073,4109,93,0,93,0.0,1.0
1074,4110,1391,1345,46,0.967,0.033
1075,4210,23045,17924,5121,0.778,0.222
1076,4216,640,0,640,0.0,1.0
1077,4217,3312,0,3312,0.0,1.0
1078,4219,1472,0,1472,0.0,1.0
1079,4220,3077,0,3077,0.0,1.0
1080,4221,1098,0,1098,0.0,1.0
1081,4222,3848,0,3848,0.0,1.0
1082,4224,3040,0,3040,0.0,1.0
1083,4226,190,0,190,0.0,1.0
1084,4227,79,0,79,0.0,1.0
1085,4228,6,0,6,0.0,1.0
1086,4231,236,0,236,0.0,1.0
1087,4234,168,0,168,0.0,1.0
1088,4236,4350,0,4350,0.0,1.0
1089,4237,238,0,238,0.0,1.0
1090,4238,1416,0,1416,0.0,1.0
1091,4239,4851,1412,3439,0.291,0.709
1092,4240,36592,33768,2824,0.923,0.077
1093,4250,4228,1969,2259,0.466,0.534
1094,4252,4799,3577,1222,0.745,0.255
1095,4253,2095,0,2095,0.0,1.0
1096,4254,3181,1680,1501,0.528,0.472
1097,4255,802,0,802,0.0,1.0
1098,4256,3064,0,3064,0.0,1.0
1099,4257,2681,1586,1095,0.592,0.408
1100,4258,2617,0,2617,0.0,1.0
1101,4259,3264,0,3264,0.0,1.0
1102,4260,5542,82,5460,0.015,0.985
1103,4261,444,0,444,0.0,1.0
1104,4263,2326,0,2326,0.0,1.0
1105,4265,918,0,918,0.0,1.0
1106,4267,37,0,37,0.0,1.0
1107,4268,5023,1847,3176,0.368,0.632
1108,4270,5880,477,5403,0.081,0.919
1109,4271,67,0,67,0.0,1.0
1110,4274,5343,0,5343,0.0,1.0
1111,4275,514,0,514,0.0,1.0
1112,4276,5841,3401,2440,0.582,0.418
1113,4280,6474,2077,4397,0.321,0.679
1114,4281,5116,2456,2660,0.48,0.52
1115,4282,5734,0,5734,0.0,1.0
1116,4284,1138,0,1138,0.0,1.0
1117,4285,433,0,433,0.0,1.0
1118,4286,47,0,47,0.0,1.0
1119,4287,3224,0,3224,0.0,1.0
1120,4289,1815,0,1815,0.0,1.0
1121,4290,1541,0,1541,0.0,1.0
1122,4292,948,0,948,0.0,1.0
1123,4294,3995,0,3995,0.0,1.0
1124,4330,26086,13631,12455,0.523,0.477
1125,4342,1672,0,1672,0.0,1.0
1126,4343,25,0,25,0.0,1.0
1127,4344,2951,1902,1049,0.645,0.355
1128,4345,11646,3673,7973,0.315,0.685
1129,4346,1772,1659,113,0.936,0.064
1130,4347,2355,1392,963,0.591,0.409
1131,4348,2976,0,2976,0.0,1.0
1132,4349,1158,0,1158,0.0,1.0
1133,4350,3577,0,3577,0.0,1.0
1134,4351,2571,0,2571,0.0,1.0
1135,4352,1632,0,1632,0.0,1.0
1136,4353,2300,0,2300,0.0,1.0
1137,4354,1535,0,1535,0.0,1.0
1138,4355,2600,0,2600,0.0,1.0
1139,4357,3399,0,3399,0.0,1.0
1140,4358,4276,0,4276,0.0,1.0
1141,4359,388,380,8,0.979,0.021
1142,4360,560,0,560,0.0,1.0
1143,4363,2575,0,2575,0.0,1.0
1144,4364,6025,0,6025,0.0,1.0
1145,4401,44899,32226,12673,0.718,0.282
1146,4406,819,0,819,0.0,1.0
1147,4408,176,0,176,0.0,1.0
1148,4410,1290,0,1290,0.0,1.0
1149,4411,1492,461,1031,0.309,0.691
1150,4412,9482,7803,1679,0.823,0.177
1151,4413,196,0,196,0.0,1.0
1152,4414,1248,0,1248,0.0,1.0
1153,4415,276,0,276,0.0,1.0
1154,4416,5468,0,5468,0.0,1.0
1155,4417,370,0,370,0.0,1.0
1156,4418,1771,0,1771,0.0,1.0
1157,4419,2794,0,2794,0.0,1.0
1158,4421,1366,0,1366,0.0,1.0
1159,4422,1409,0,1409,0.0,1.0
1160,4424,823,0,823,0.0,1.0
1161,4426,4720,0,4720,0.0,1.0
1162,4427,2858,0,2858,0.0,1.0
1163,4428,3146,0,3146,0.0,1.0
1164,4429,4717,0,4717,0.0,1.0
1165,4430,1728,0,1728,0.0,1.0
1166,4431,81,0,81,0.0,1.0
1167,4434,1246,0,1246,0.0,1.0
1168,4435,1092,0,1092,0.0,1.0
1169,4438,1124,0,1124,0.0,1.0
1170,4441,1840,0,1840,0.0,1.0
1171,4442,93,0,93,0.0,1.0
1172,4443,2537,0,2537,0.0,1.0
1173,4444,8824,2659,6165,0.301,0.699
1174,4448,1431,0,1431,0.0,1.0
1175,4449,1489,0,1489,0.0,1.0
1176,4450,1368,0,1368,0.0,1.0
1177,4451,259,0,259,0.0,1.0
1178,4453,779,0,779,0.0,1.0
1179,4454,69,0,69,0.0,1.0
1180,4455,923,0,923,0.0,1.0
1181,4456,2851,0,2851,0.0,1.0
1182,4457,5948,0,5948,0.0,1.0
1183,4459,773,0,773,0.0,1.0
1184,4460,1419,0,1419,0.0,1.0
1185,4461,3070,1854,1216,0.604,0.396
1186,4462,4835,3976,859,0.822,0.178
1187,4463,2847,0,2847,0.0,1.0
1188,4464,684,0,684,0.0,1.0
1189,4468,9521,6219,3302,0.653,0.347
1190,4469,2702,2702,0,1.0,0.0
1191,4471,609,0,609,0.0,1.0
1192,4472,2144,0,2144,0.0,1.0
1193,4473,7660,6670,990,0.871,0.129
1194,4474,3733,473,3260,0.127,0.873
1195,4475,418,0,418,0.0,1.0
1196,4476,1259,0,1259,0.0,1.0
1197,4478,316,0,316,0.0,1.0
1198,4479,1343,0,1343,0.0,1.0
1199,4481,559,0,559,0.0,1.0
1200,4485,233,0,233,0.0,1.0
1201,4487,964,0,964,0.0,1.0
1202,4488,1202,0,1202,0.0,1.0
1203,4489,197,143,54,0.726,0.274
1204,4490,273,0,273,0.0,1.0
1205,4491,140,0,140,0.0,1.0
1206,4492,166,0,166,0.0,1.0
1207,4493,1967,0,1967,0.0,1.0
1208,4495,407,0,407,0.0,1.0
1209,4496,3757,0,3757,0.0,1.0
1210,4497,389,0,389,0.0,1.0
1211,4530,10818,7846,2972,0.725,0.275
1212,4535,709,0,709,0.0,1.0
1213,4537,2073,0,2073,0.0,1.0
1214,4538,2080,0,2080,0.0,1.0
1215,4539,1168,0,1168,0.0,1.0
1216,4541,80,0,80,0.0,1.0
1217,4543,2218,0,2218,0.0,1.0
1218,4544,724,0,724,0.0,1.0
1219,4547,1152,0,1152,0.0,1.0
1220,4548,1042,0,1042,0.0,1.0
1221,4551,806,0,806,0.0,1.0
1222,4553,1752,0,1752,0.0,1.0
1223,4554,710,0,710,0.0,1.0
1224,4555,1643,0,1643,0.0,1.0
1225,4556,1249,0,1249,0.0,1.0
1226,4558,308,0,308,0.0,1.0
1227,4562,2216,0,2216,0.0,1.0
1228,4563,1534,0,1534,0.0,1.0
1229,4564,489,0,489,0.0,1.0
1230,4568,391,0,391,0.0,1.0
1231,4570,2,0,2,0.0,1.0
1232,4571,323,0,323,0.0,1.0
1233,4572,5075,0,5075,0.0,1.0
1234,4573,501,0,501,0.0,1.0
1235,4574,1510,0,1510,0.0,1.0
1236,4575,85,0,85,0.0,1.0
1237,4576,604,0,604,0.0,1.0
1238,4578,4450,0,4450,0.0,1.0
1239,4579,3072,192,2880,0.062,0.938
1240,4605,12974,2805,10169,0.216,0.784
1241,4606,1272,0,1272,0.0,1.0
1242,4607,1182,0,1182,0.0,1.0
1243,4609,5222,2562,2660,0.491,0.509
1244,4611,508,0,508,0.0,1.0
1245,4612,589,0,589,0.0,1.0
1246,4613,183,0,183,0.0,1.0
1247,4614,2579,0,2579,0.0,1.0
1248,4616,824,0,824,0.0,1.0
1249,4617,811,0,811,0.0,1.0
1250,4619,3121,2504,617,0.802,0.198
1251,4622,1412,0,1412,0.0,1.0
1252,4623,1054,0,1054,0.0,1.0
1253,4624,184,0,184,0.0,1.0
1254,4625,47,0,47,0.0,1.0
1255,4626,507,0,507,0.0,1.0
1256,4627,1636,0,1636,0.0,1.0
1257,4628,703,0,703,0.0,1.0
1258,4629,107,0,107,0.0,1.0
1259,4630,1398,0,1398,0.0,1.0
1260,4631,1331,0,1331,0.0,1.0
1261,4634,1923,0,1923,0.0,1.0
1262,4635,61,0,61,0.0,1.0
1263,4637,136,0,136,0.0,1.0
1264,4640,2261,0,2261,0.0,1.0
1265,4642,123,0,123,0.0,1.0
1266,4643,1018,0,1018,0.0,1.0
1267,4644,13,13,0,1.0,0.0
1268,4645,73,0,73,0.0,1.0
1269,4646,94,0,94,0.0,1.0
1270,4648,580,0,580,0.0,1.0
1271,4649,1370,0,1370,0.0,1.0
1272,4650,235,0,235,0.0,1.0
1273,4652,1690,0,1690,0.0,1.0
1274,4653,490,0,490,0.0,1.0
1275,4654,3424,0,3424,0.0,1.0
1276,4655,1119,0,1119,0.0,1.0
1277,4657,363,0,363,0.0,1.0
1278,4658,1353,0,1353,0.0,1.0
1279,4660,1309,0,1309,0.0,1.0
1280,4662,488,0,488,0.0,1.0
1281,4664,1238,0,1238,0.0,1.0
1282,4666,1172,0,1172,0.0,1.0
1283,4667,1638,0,1638,0.0,1.0
1284,4668,1680,0,1680,0.0,1.0
1285,4669,204,0,204,0.0,1.0
1286,4671,576,0,576,0.0,1.0
1287,4673,112,0,112,0.0,1.0
1288,4674,484,0,484,0.0,1.0
1289,4675,253,0,253,0.0,1.0
1290,4676,1088,0,1088,0.0,1.0
1291,4677,274,0,274,0.0,1.0
1292,4679,1767,0,1767,0.0,1.0
1293,4680,1131,0,1131,0.0,1.0
1294,4681,1043,0,1043,0.0,1.0
1295,4683,104,0,104,0.0,1.0
1296,4684,1466,0,1466,0.0,1.0
1297,4685,332,0,332,0.0,1.0
1298,4686,114,0,114,0.0,1.0
1299,4691,441,0,441,0.0,1.0
1300,4693,516,0,516,0.0,1.0
1301,4694,2376,0,2376,0.0,1.0
1302,4730,9992,4128,5864,0.413,0.587
1303,4732,1670,0,1670,0.0,1.0
1304,4733,221,0,221,0.0,1.0
1305,4734,800,0,800,0.0,1.0
1306,4735,617,0,617,0.0,1.0
1307,4736,9876,3974,5902,0.402,0.598
1308,4739,1112,0,1112,0.0,1.0
1309,4740,1287,0,1287,0.0,1.0
1310,4741,3,0,3,0.0,1.0
1311,4742,3496,0,3496,0.0,1.0
1312,4743,4676,0,4676,0.0,1.0
1313,4745,1082,0,1082,0.0,1.0
1314,4746,470,0,470,0.0,1.0
1315,4747,1337,0,1337,0.0,1.0
1316,4750,2603,0,2603,0.0,1.0
1317,4756,3344,0,3344,0.0,1.0
1318,4757,2870,0,2870,0.0,1.0
1319,4758,1498,0,1498,0.0,1.0
1320,4760,795,0,795,0.0,1.0
1321,4761,529,0,529,0.0,1.0
1322,4762,602,0,602,0.0,1.0
1323,4763,726,0,726,0.0,1.0
1324,4764,66,0,66,0.0,1.0
1325,4765,1262,0,1262,0.0,1.0
1326,4766,386,0,386,0.0,1.0
1327,4768,400,0,400,0.0,1.0
1328,4769,9692,6081,3611,0.627,0.373
1329,4772,762,0,762,0.0,1.0
1330,4773,723,0,723,0.0,1.0
1331,4774,730,0,730,0.0,1.0
1332,4776,925,0,925,0.0,1.0
1333,4777,422,0,422,0.0,1.0
1334,4779,398,0,398,0.0,1.0
1335,4780,808,0,808,0.0,1.0
1336,4781,560,0,560,0.0,1.0
1337,4783,426,0,426,0.0,1.0
1338,4785,2504,0,2504,0.0,1.0
1339,4786,1970,0,1970,0.0,1.0
1340,4787,544,0,544,0.0,1.0
1341,4841,7297,6658,639,0.912,0.088
1342,4843,4851,3361,1490,0.693,0.307
1343,4847,1536,0,1536,0.0,1.0
1344,4848,566,0,566,0.0,1.0
1345,4849,3684,0,3684,0.0,1.0
1346,4851,75,0,75,0.0,1.0
1347,4852,69,0,69,0.0,1.0
1348,4853,354,0,354,0.0,1.0
1349,4854,1580,92,1488,0.058,0.942
1350,4855,307,0,307,0.0,1.0
1351,4856,3330,744,2586,0.223,0.777
1352,4858,1533,0,1533,0.0,1.0
1353,4859,724,0,724,0.0,1.0
1354,4860,1591,0,1591,0.0,1.0
1355,4861,2781,1888,893,0.679,0.321
1356,4862,3592,0,3592,0.0,1.0
1357,4863,1165,0,1165,0.0,1.0
1358,4864,4751,0,4751,0.0,1.0
1359,4901,26248,20454,5794,0.779,0.221
1360,4910,2041,0,2041,0.0,1.0
1361,4911,2136,0,2136,0.0,1.0
1362,4912,1048,0,1048,0.0,1.0
1363,4915,8806,3358,5448,0.381,0.619
1364,4917,2849,0,2849,0.0,1.0
1365,4918,349,0,349,0.0,1.0
1366,4920,1713,0,1713,0.0,1.0
1367,4921,1593,0,1593,0.0,1.0
1368,4922,1164,0,1164,0.0,1.0
1369,4923,482,0,482,0.0,1.0
1370,4924,2275,0,2275,0.0,1.0
1371,4925,75,0,75,0.0,1.0
1372,4926,52,0,52,0.0,1.0
1373,4927,3486,0,3486,0.0,1.0
1374,4928,2198,0,2198,0.0,1.0
1375,4929,837,3,834,0.004,0.996
1376,4930,4295,0,4295,0.0,1.0
1377,4932,1181,0,1181,0.0,1.0
1378,4933,65,0,65,0.0,1.0
1379,4936,261,0,261,0.0,1.0
1380,4937,6645,2875,3770,0.433,0.567
1381,4938,9869,3716,6153,0.377,0.623
1382,4939,1105,0,1105,0.0,1.0
1383,4940,118,0,118,0.0,1.0
1384,4941,1751,0,1751,0.0,1.0
1385,4942,1326,0,1326,0.0,1.0
1386,4943,1792,0,1792,0.0,1.0
1387,4944,42,0,42,0.0,1.0
1388,4945,1242,0,1242,0.0,1.0
1389,4947,1852,0,1852,0.0,1.0
1390,4949,913,0,913,0.0,1.0
1391,4950,4855,2,4853,0.0,1.0
1392,4951,906,0,906,0.0,1.0
1393,4952,1829,0,1829,0.0,1.0
1394,4953,3228,0,3228,0.0,1.0
1395,4955,1362,0,1362,0.0,1.0
1396,4956,760,0,760,0.0,1.0
1397,4957,4265,0,4265,0.0,1.0
1398,4958,1954,0,1954,0.0,1.0
1399,4961,972,0,972,0.0,1.0
1400,4962,125,0,125,0.0,1.0
1401,4963,7238,2312,4926,0.319,0.681
1402,4964,221,0,221,0.0,1.0
1403,4965,1976,0,1976,0.0,1.0
1404,4966,1682,0,1682,0.0,1.0
1405,4967,4230,2520,1710,0.596,0.404
1406,4969,1362,0,1362,0.0,1.0
1407,4970,1620,0,1620,0.0,1.0
1408,4971,2005,0,2005,0.0,1.0
1409,4973,1389,0,1389,0.0,1.0
1410,4974,2611,0,2611,0.0,1.0
1411,4975,48,48,0,1.0,0.0
1412,4976,9903,4749,5154,0.48,0.52
